epoch,accuracy,f1_score,loss,precision_34,recall_34,val_accuracy,val_f1_score,val_loss,val_precision_34,val_recall_34
0,0.48202958703041077,0.15028902888298035,0.7911168932914734,0.5371900796890259,0.08736559003591537,0.5104895234107971,0.197247713804245,0.6946346163749695,0.7166666388511658,0.1143617033958435
1,0.5768146514892578,0.4921776056289673,0.6778247356414795,0.6636260151863098,0.3911290466785431,0.6895104646682739,0.6908077597618103,0.6233407258987427,0.7251461744308472,0.6595744490623474
2,0.6377730965614319,0.6435506343841553,0.6353058218955994,0.6647564172744751,0.6236559152603149,0.7216783165931702,0.746496856212616,0.5886456966400146,0.7163814306259155,0.7792553305625916
3,0.6761804223060608,0.6953927278518677,0.604679524898529,0.6860693097114563,0.7049731016159058,0.725874125957489,0.7556109428405762,0.5694015026092529,0.7112675905227661,0.8058510422706604
4,0.702255129814148,0.7260940670967102,0.5875946283340454,0.7013149857521057,0.7526881694793701,0.7314685583114624,0.7629629373550415,0.5582788586616516,0.7119815945625305,0.8218085169792175
5,0.706131100654602,0.731314480304718,0.5811582207679749,0.7023515105247498,0.7627688050270081,0.725874125957489,0.7574257254600525,0.5519482493400574,0.7083333134651184,0.813829779624939
6,0.713178277015686,0.7392697334289551,0.5760440230369568,0.7062423229217529,0.7755376100540161,0.725874125957489,0.7580246925354004,0.5479520559310913,0.7073732614517212,0.8164893388748169
7,0.7181113362312317,0.7448980212211609,0.5634440779685974,0.708737850189209,0.7849462628364563,0.7286713123321533,0.7599009275436401,0.5443235635757446,0.7106481194496155,0.8164893388748169
8,0.7156448364257812,0.7427477836608887,0.561937153339386,0.7064887881278992,0.7829301357269287,0.7272727489471436,0.7583643198013306,0.5411985516548157,0.7099767923355103,0.813829779624939
9,0.7241014838218689,0.74944007396698,0.5586864948272705,0.7153329253196716,0.7869623899459839,0.7244755029678345,0.7552794814109802,0.5389223098754883,0.7086247205734253,0.8085106611251831
10,0.7230443954467773,0.7454662919044495,0.5571349263191223,0.7193750143051147,0.7735214829444885,0.7286713123321533,0.755667507648468,0.5378815531730652,0.7177033424377441,0.7978723645210266
11,0.724453866481781,0.750159740447998,0.5585216283798218,0.714981734752655,0.7889785170555115,0.7328671216964722,0.7591425180435181,0.5359397530555725,0.7218225598335266,0.8005319237709045
