epoch,accuracy,f1_score,loss,precision_14,recall_14,val_accuracy,val_f1_score,val_loss,val_precision_14,val_recall_14
0,0.5303030014038086,0.5653733611106873,17.203283309936523,0.5490816831588745,0.5826612710952759,0.6055943965911865,0.6279683709144592,16.503889083862305,0.6230366230010986,0.6329787373542786
1,0.5722339749336243,0.6093951463699341,15.869550704956055,0.5845679044723511,0.636424720287323,0.6475524306297302,0.703529417514801,15.205748558044434,0.6308016777038574,0.7952127456665039
2,0.6159266829490662,0.6591619849205017,14.60115909576416,0.6163742542266846,0.7083333134651184,0.681118905544281,0.7323943376541138,13.975064277648926,0.6554622054100037,0.8297872543334961
3,0.626849889755249,0.6697848439216614,13.421595573425293,0.6247818470001221,0.7217742204666138,0.6867132782936096,0.7364705801010132,12.814447402954102,0.6603375673294067,0.832446813583374
4,0.6550387740135193,0.6941580772399902,12.295583724975586,0.6485697627067566,0.7466397881507874,0.6993007063865662,0.7406514286994934,11.72619342803955,0.6777042150497437,0.8164893388748169
5,0.6525722146034241,0.6873811483383179,11.242815971374512,0.6506602764129639,0.7284946441650391,0.7048950791358948,0.7359198927879333,10.705530166625977,0.695035457611084,0.7819148898124695
6,0.6624383330345154,0.6929488182067871,10.253650665283203,0.6623774766921997,0.7264785170555115,0.7132866978645325,0.7421383261680603,9.74567985534668,0.7040572762489319,0.7845744490623474
7,0.6804087162017822,0.7063775062561035,9.324207305908203,0.6814491152763367,0.7331989407539368,0.7132866978645325,0.7453415989875793,8.849870681762695,0.6993007063865662,0.7978723645210266
8,0.6885130405426025,0.7166666984558105,8.458919525146484,0.6850489974021912,0.7513440847396851,0.714685320854187,0.7456359267234802,8.015573501586914,0.7018779516220093,0.7952127456665039
9,0.6920366287231445,0.7160494327545166,7.6517333984375,0.6930817365646362,0.7405914068222046,0.7174825072288513,0.7475000023841858,7.243309020996094,0.7051886916160583,0.7952127456665039
10,0.6976743936538696,0.7210663557052612,6.915783882141113,0.6983627080917358,0.7452957034111023,0.7202796936035156,0.7493733763694763,6.530005931854248,0.7085307836532593,0.7952127456665039
11,0.6955602765083313,0.7196625471115112,6.228970527648926,0.6957340240478516,0.7452957034111023,0.7132866978645325,0.7388535141944885,5.872828960418701,0.709046483039856,0.771276593208313
12,0.6976743936538696,0.7168316841125488,5.594897747039795,0.7042801380157471,0.7298387289047241,0.7174825072288513,0.7436549067497253,5.269843101501465,0.7111650705337524,0.7792553305625916
13,0.706131100654602,0.7269155383110046,5.017691135406494,0.7088122367858887,0.7459677457809448,0.7244755029678345,0.7528230547904968,4.719674110412598,0.7125890851020813,0.7978723645210266
14,0.7128259539604187,0.7349593043327332,4.493046283721924,0.7120352983474731,0.7594085931777954,0.7272727489471436,0.7547169327735901,4.222480297088623,0.715990424156189,0.7978723645210266
15,0.7156448364257812,0.7339267730712891,4.029300689697266,0.7203883528709412,0.7479838728904724,0.7300699353218079,0.7572327256202698,3.7783403396606445,0.7183771133422852,0.8005319237709045
16,0.7068358063697815,0.73126620054245,3.6115376949310303,0.7039800882339478,0.7607526779174805,0.7342657446861267,0.7551546692848206,3.3872838020324707,0.7325000166893005,0.7792553305625916
17,0.7170542478561401,0.7366349697113037,3.241793394088745,0.7194106578826904,0.7547042965888977,0.7384615540504456,0.7580853700637817,3.0471198558807373,0.738035261631012,0.7792553305625916
18,0.7128259539604187,0.7298641204833984,2.9245975017547607,0.7200784683227539,0.7399193644523621,0.7398601174354553,0.7596898674964905,2.756495237350464,0.7386934757232666,0.7819148898124695
19,0.7156448364257812,0.7368764281272888,2.6613287925720215,0.7156428098678589,0.7594085931777954,0.7412587404251099,0.7637292742729187,2.5149788856506348,0.7346437573432922,0.7952127456665039
