epoch,accuracy,f1_score,loss,precision_23,recall_23,val_accuracy,val_f1_score,val_loss,val_precision_23,val_recall_23
0,0.518322765827179,0.6278246641159058,0.7119178175926208,0.5276888012886047,0.7748655676841736,0.6083915829658508,0.7027601003646851,0.6616315245628357,0.5776614546775818,0.8970189690589905
1,0.6078224182128906,0.6715845465660095,0.6517663598060608,0.598632276058197,0.7647849321365356,0.6895104646682739,0.7318841218948364,0.6192036867141724,0.6601307392120361,0.8211382031440735
2,0.6568005681037903,0.701775848865509,0.6220282316207886,0.6445444226264954,0.7701612710952759,0.7118881344795227,0.7324675917625427,0.5889842510223389,0.7032418847084045,0.7642276287078857
3,0.6916843056678772,0.7192813754081726,0.5965620279312134,0.6881522536277771,0.7533602118492126,0.7132866978645325,0.729907751083374,0.5694466829299927,0.7102563977241516,0.7506775259971619
4,0.7001409530639648,0.7227109670639038,0.5810940265655518,0.701454758644104,0.7452957034111023,0.7188811302185059,0.73235684633255,0.5574920177459717,0.7198953032493591,0.7452574372291565
5,0.7142353653907776,0.7301164865493774,0.575115442276001,0.7231377959251404,0.7372311949729919,0.7174825072288513,0.7306666374206543,0.5494400262832642,0.7191600799560547,0.7425474524497986
6,0.7286821603775024,0.7435044050216675,0.5661332011222839,0.7371202111244202,0.75,0.7230769395828247,0.7367021441459656,0.5439735054969788,0.7232375741004944,0.7506775259971619
7,0.7177590131759644,0.7350314259529114,0.5660438537597656,0.723778486251831,0.7466397881507874,0.725874125957489,0.7365591526031494,0.5420364737510681,0.7306666374206543,0.7425474524497986
8,0.7272727489471436,0.74044269323349,0.55433589220047,0.7389557957649231,0.7419354915618896,0.7314685583114624,0.7446808218955994,0.5385518670082092,0.7310705184936523,0.7588075995445251
9,0.733262836933136,0.7458879351615906,0.5507152080535889,0.7451375126838684,0.7466397881507874,0.7342657446861267,0.7493404150009155,0.535712480545044,0.7300771474838257,0.7696477174758911
10,0.729739248752594,0.7494282722473145,0.5479905605316162,0.7291799187660217,0.7708333134651184,0.7342657446861267,0.7480105757713318,0.5338721871376038,0.732467532157898,0.7642276287078857
11,0.7346723079681396,0.7518945932388306,0.5482531785964966,0.7375565767288208,0.7668010592460632,0.7314685583114624,0.7440000176429749,0.5320725440979004,0.7322834730148315,0.7560975551605225
