epoch,accuracy,f1_score,loss,precision_11,recall_11,val_accuracy,val_f1_score,val_loss,val_precision_11,val_recall_11
0,0.5116279125213623,0.6592920422554016,0.7007071375846863,0.5197674632072449,0.9012096524238586,0.5118880867958069,0.6735266447067261,0.6919979453086853,0.5142857432365417,0.9756097793579102
1,0.5,0.6290196180343628,0.6957603096961975,0.5147625207901001,0.8084677457809448,0.5020979046821594,0.6482213735580444,0.692170262336731,0.5101088881492615,0.8888888955116272
2,0.5246652364730835,0.6458387970924377,0.6919715404510498,0.5299440026283264,0.8266128897666931,0.5104895234107971,0.6679316759109497,0.6926180124282837,0.5138686299324036,0.9539295434951782
3,0.5158562660217285,0.6412532925605774,0.6932662129402161,0.5243381857872009,0.8252688050270081,0.4965035021305084,0.6249999403953552,0.6923030018806458,0.5076141953468323,0.8130081295967102
4,0.5250176191329956,0.6364616751670837,0.6916396617889404,0.5315315127372742,0.7930107712745667,0.4825174808502197,0.6292585730552673,0.6925011873245239,0.499205082654953,0.8509485125541687
5,0.5190274715423584,0.6291767954826355,0.6917142868041992,0.5280437469482422,0.7782257795333862,0.4979020953178406,0.6209081411361694,0.6920345425605774,0.508650541305542,0.7967479825019836
6,0.5334742665290833,0.6568170785903931,0.6899501085281372,0.5345991849899292,0.8514785170555115,0.4811188876628876,0.5845464468002319,0.6919106841087341,0.49809160828590393,0.707317054271698
7,0.5250176191329956,0.6412985324859619,0.6927186250686646,0.5308369994163513,0.8098118305206299,0.5062937140464783,0.5445161461830139,0.6919587254524231,0.5197044610977173,0.5718157291412354
8,0.5278365015983582,0.6420939564704895,0.6891033053398132,0.5328013896942139,0.8077957034111023,0.47412586212158203,0.6083332896232605,0.6922219395637512,0.4940778315067291,0.7913278937339783
9,0.5236081480979919,0.6308028101921082,0.6890271902084351,0.5312787294387817,0.7762096524238586,0.4839160740375519,0.5612366199493408,0.6921395659446716,0.5,0.6395664215087891
10,0.5334742665290833,0.6223616003990173,0.687533438205719,0.540634274482727,0.7331989407539368,0.4755244851112366,0.5874587893486023,0.6925293207168579,0.49444442987442017,0.7235772609710693
11,0.5359408259391785,0.6394743919372559,0.6875814199447632,0.5394918918609619,0.7849462628364563,0.4839160740375519,0.6053475737571716,0.6920508146286011,0.5,0.7669376730918884
