epoch,accuracy,f1_score,loss,precision_2,recall_2,val_accuracy,val_f1_score,val_loss,val_precision_2,val_recall_2
0,0.525722324848175,0.6024808287620544,0.7028269171714783,0.5374078154563904,0.6854838728904724,0.6237761974334717,0.6939703822135925,0.6704888343811035,0.5980392098426819,0.8265582919120789
1,0.6152219772338867,0.6672760248184204,0.6568577885627747,0.6103678941726685,0.7358871102333069,0.6797202825546265,0.7296339273452759,0.6402024626731873,0.6464434862136841,0.8373983502388
2,0.6409443020820618,0.684617817401886,0.6416932344436646,0.6345381736755371,0.7432795763015747,0.6965035200119019,0.7343940734863281,0.6187098622322083,0.6696428656578064,0.8130081295967102
3,0.66560959815979,0.7029733657836914,0.618682324886322,0.6578792929649353,0.7547042965888977,0.7006993293762207,0.7318295836448669,0.6013393998146057,0.6806526780128479,0.7913278937339783
4,0.6701902747154236,0.7001922130584717,0.604936420917511,0.6689106225967407,0.7345430254936218,0.7132866978645325,0.736842155456543,0.5885000228881836,0.699999988079071,0.7777777910232544
5,0.6980267763137817,0.7218435406684875,0.5943730473518372,0.6980540156364441,0.7473118305206299,0.725874125957489,0.7467700242996216,0.5785329937934875,0.7135802507400513,0.783197820186615
6,0.7043692469596863,0.726442813873291,0.585735023021698,0.7055098414421082,0.7486559152603149,0.7174825072288513,0.7362924814224243,0.5709653496742249,0.7103274464607239,0.7642276287078857
7,0.7082452178001404,0.7283464670181274,0.574585497379303,0.7115384340286255,0.7459677457809448,0.7216783165931702,0.7398692965507507,0.5651010274887085,0.7146464586257935,0.7669376730918884
8,0.7135306596755981,0.7330049276351929,0.5755067467689514,0.7167630195617676,0.75,0.7174825072288513,0.7376623749732971,0.5615448355674744,0.7082294225692749,0.7696477174758911
9,0.7124735713005066,0.7315790057182312,0.5630176663398743,0.7164948582649231,0.7473118305206299,0.7216783165931702,0.7385019659996033,0.5587601065635681,0.7168367505073547,0.7615176439285278
10,0.7184637188911438,0.7379468083381653,0.5630245208740234,0.7206918597221375,0.7560483813285828,0.7230769395828247,0.7401575446128845,0.5546112656593323,0.7175572514533997,0.7642276287078857
11,0.7174066305160522,0.7365309000015259,0.5600783228874207,0.7204369902610779,0.7533602118492126,0.7300699353218079,0.7457180023193359,0.5508309602737427,0.7256410121917725,0.7669376730918884
12,0.7230443954467773,0.738696813583374,0.552432119846344,0.7309210300445557,0.7466397881507874,0.7314685583114624,0.7460317611694336,0.5480350255966187,0.7286821603775024,0.7642276287078857
13,0.7170542478561401,0.7341940402984619,0.5572441220283508,0.723418116569519,0.7452957034111023,0.7202796936035156,0.7368420958518982,0.5476028919219971,0.7161125540733337,0.7588075995445251
14,0.7286821603775024,0.7453703880310059,0.5500122308731079,0.7337239384651184,0.7573924660682678,0.7216783165931702,0.7385019659996033,0.5446791648864746,0.7168367505073547,0.7615176439285278
15,0.7318534255027771,0.7477626204490662,0.5457966923713684,0.7377370595932007,0.7580645084381104,0.725874125957489,0.74210524559021,0.5424564480781555,0.7212276458740234,0.7642276287078857
16,0.7350246906280518,0.751978874206543,0.5389079451560974,0.7383419871330261,0.7661290168762207,0.7272727489471436,0.7424042820930481,0.5404029488563538,0.7242268323898315,0.7615176439285278
17,0.7230443954467773,0.7405940294265747,0.5493745803833008,0.7276264429092407,0.7540322542190552,0.7230769395828247,0.7415143251419067,0.5382111668586731,0.7153652310371399,0.7696477174758911
18,0.7364341020584106,0.7553955912590027,0.5372490286827087,0.7356687784194946,0.7762096524238586,0.7286713123321533,0.7473958730697632,0.5368431210517883,0.719298243522644,0.7777777910232544
19,0.7318534255027771,0.7518748044967651,0.5430516004562378,0.7302089929580688,0.7748655676841736,0.7230769395828247,0.7401575446128845,0.5358567833900452,0.7175572514533997,0.7642276287078857
